38002,News editors decide what to broadcast on television and what to print in newspapers. What factors do you think influence these decisions? Do we become used to bad news? Would it he better if more good news was reported?
39,Many people believe that television programs are of no value for children. Do you agree? Why or why not? Provide reasons and examples to support your response.
40,Television has had a significant influence on the culture of many societies. To what extent would you say that television has positively or negatively affected the cultural development of your society?
41,"The mass media, including television, radio and newspapers, have great influence in shaping people's ideas. To what extent do you agree or disagree with this statement?"
42,"Advertising is all around us, it is an unavoidable part of everyone's life. Some people say that advertising is a positive part of our lives while others say it is negative. Discuss both views and give your own opinion. Give reasons for your answer and include any relevant examples from your own knowledge or experience."
43,"When people need to complain about a product or poor service, some prefer to complain in writing and others prefer to complain in person. Which way do you prefer? Use specific reasons and examples to support your answer."
44,Do you agree or disagree with the following statement? Advertising can tell you a lot about a country. Use specific reasons and examples to support your answer.
45,Some people say that advertising encourages us to buy things we really do not need. Others say that advertisements tell us about new products that may improve our lives. Which viewpoint do you agree with? Use specific reasons and examples to support your answer.
46,Some people say that advertising encourages us to buy things that we really do not need. Others say that advertisements tell us about new products that may improve our lives. Which viewpoint do you agree with?
47,"In some countries children have very strict rules of behaviour, in other countries they are allowed to do almost anything they want. To what extent should children have to follow rules?"
48001,Do you agree or disagree with the following statement? Parents are the best teachers. Use specific reasons and examples to support your answer.
48002,Do you agree or disagree with the following statement? Parents are the best teachers. Use specific reasons and examples to support your answer.
49,The number of overweight children in developed countries is increasing. Some people think this is due to problems such as the growing number of fast food outlets. Others believe that parents are to blame for not looking after their children's health. To what extent do you agree with these views?
50,"In many countries today, the eating habits and lifestyle of children are different from those of previous generations. Some people say this has had a negative effect on their health. To what extent do you agree or disagree with this opinion?"
51,"In many countries children are engaged in some kind of paid work. Some people regard this as completely wrong, while others consider it as valuable work experience, important for learning and taking responsibility. What is your opinion on this?"
52,Children should never be educated at home by their parents. Do you agree or disagree? Discuss the advantages and disadvantages for young people who decide to do this.
53,Some people think that a sense of competition in children should be encouraged. Others believe that children who are taugh to co-operate rather than compete become more useful adults. Discuss both these views and give your own opinion.
54,Do you agree or disagree with the following statement? Classmates are a more important influence than parents on a child’s success in school. Use specific reasons and examples to support your answer.
55,It is better for children to grow up in the countryside than in a big city. Do you agree or disagree? Use specific reasons and examples to develop your essay. 
56,Some people think that children should begin their formal education at a very early age and should spend most of their time on school studies. Others believe that young children should spend most of their time playing. Compare these two views. Which view do you  agree with? Why?
57,Do you agree or disagree with the following statement? Children should begin learning a foreign language as soon as they start school. Use specific reasons and examples to support your opinion.
58,Do you agree or disagree with the following statement? Watching television is bad for children. Use specific reasons and examples to support your opinion.
59,Do you agree or disagree with the following statement? Parents or other adult relatives should make important decisions for their (15 to 18 year-old) teenage children. Use specific reasons and examples to support your opinion.
60,It is better for children to grow up in the countryside than in a big city. Do you agree or disagree? Use specific reasons and examples to develop your essay.
61,Do you agree or disagree with the following statement? Children should be required to help with household tasks as soon as they are able to do so. Use specific reasons and examples to support your answer.
62,Children's lives these days are quite different from our generation's. Describe what are the biggest changes in younger generation and explain some factors of this phenomenon.
63,"It is widely believed that children of different levels of intelligence should be taught together, while others think that more intelligent children should be taught separately. Discuss and present your own opinion."
64,"Some people believe that childrens leisure activities must be educational, otherwise they are a complete waste of time. Do you agree or disagree?"
65,Physical Punishment for Children ?
66,Should parents use corporal punishment to discipline children? Effective when used wisely Many parents use physical punishment to discipline their children. Others prefer to use different methods to reward good behavior or punish misbehavior. This essay will look at some of the arguments for and against physical punishment of children.
67,Should children be educated at home or in school? Are parents really helping their children by teaching them at home? 
68,"Do children learn more quickly than adults? Small children seem to learn very quickly, while adults sometimes appear to lose the ability to pick up new subject such as languages, music, games, or computer programs."
69,Children who are brought up in the family that do not have a lot of money are better prepared to deal with problems when they become adults than children who are brought up by wealthy parent. Do you agree or disagree with this statement? Gives reasons for your answer and include any relevant examples from your own knowledge or experience.
70,A lot of people believe that the amount of violence shown on TV and in the cinema affects the actions of our young people and therefore increases the amount of violence in our society today. Do you agree or disagree with this statement? What can be done to reduce violence in our society today?
71,Action movies with spectacular car chases are very popular with young people. it is often said that these sorts of movies lead to an increase in car accidents among young drivers as they try to copy what they have seen in the films.  Do you agree that such movies increase the amount of bad driving? What can be done to encourage young people to drive more safely?
72,"In Britain, when someone gets old they often go to live in a home with other old people where there are nurses to look after them. Sometimes the government has to pay for this care. Who should be responsible for our old people?"
73,"Some people think that human needs for farmland, housing, and industry are more important than saving land for endangered animals. Do you agree or disagree with this point of view? Why or why not? Use specific reasons and examples to support your answer."
74,"Trade and travel would be a lot easier with a single, global currency that we all use. Do you agree or disagree with this statement? Would a single currency cause any problems?"
75,"All education, primary, secondary and further education, should be free to all people and paid for by the government. Do you agree or disagree with this statement?"
76,"""Although abuse of the system are inevitable, social welfare payments are essential to protect the rights citizens have to a guaranteed minimum income in a democratic society"". Discuss."
77,"The world is experiencing a dramatic increase in population, This is causing problems not only for poor, undeveloped countries, but also for industrialised and developing nations. Describe some of the problems that overpopulation causes, and suggest at least one possible solution."
78,"The position of women in society has changed markedly in the last twenty years. Many of the problems young people now experience, such as juvenile delinquency, arise from the fact that many married women now work and are not at home to care for their children. To what extent do you agree or disagree with this opinion?"
81,Without capital punishment (the death penalty) our lives are less secure and crimes of violence increase. Capital punishment in essential to control violence in society. To what extent do you agree or disagree with this opinion?
82,"In some countries, marriages are arranged by the parents but in other cases, people choose their own marriage partner. Discuss both systems."
83,Many people believe that women make better parents than men and that this is why they have the greater role in raising children in most  societies. Others claim that men are just as good as women at parenting.Write an essay expresing your point of view.
84,It is generally acknowledged that families are now not as close as they used to be. Give possible reasons and your recommendations.
85,"""Fatherhood ought to be emphasised as much as motherhood. The idea that women are solely responsible for deciding whether or not to have babies leads on to the idea that they are also responsible for bringing the children up."" To what extent do you agree or disagree?"
86,Some people think that it is important to have a single language as an international official language. Others think that it will make it difficult to identify countries and cause a loss of culture. What are your opinions on this?
87,"Describe a custom from your country that you would like people from other countries to adopt. Explain your choice, using specific reasons and examples."
88,"When people move to another country, some of them decide to follow the customs of the new country. Others prefer to keep their own customs. Compare these two choices. Which one do you prefer? Support your answer with specific details."
89,Do you agree or disagree with the following statement? Modern technology is creating a single world culture. Use specific reasons and examples to support your opinion.
90,Some businesses now say that no one can smoke cigarettes in any of their offices. Some governments have banned smoking in all public places. Do you agree or disagree? Give reasons.
91,Should the same laws which prohibit the sale and consumption of heroin be applied to tobacco?
92,"People in all modern societies use drugs, but today's youth are expertimenting with both legal and illegal drugs, and at an increasingly early age. Some sociologists claim that parents and other members of society often set a bad example. Discuss the causes and some effects of widespread drug use by young people in modern day society. Make any recommendations you feel are necessary to help fight youth drug abuse."
93,Drug abuse is becoming a problem in our society. What are the causes of this and what are some solutions?
94,Should Smoking be Banned?
95,Smokers can cause themselves serious health problems. The choice to smoke is made freely and with knowledge of dangers. Smokers should therefore expect to pay more for medical treatment than nonsmokers.
96001,Should parents be obliged to immunise their children against childhood diseases? Or do individuals have the right to choose not to immunise their children?
96002,Should parents be obliged to immunise their children against childhood diseases? Or do individuals have the right to choose not to immunise their children?
97,"""Prevention is better than cure."""
98,Studying the English language in an English-speaking country is the best but not the only way to learn language. Do you agree or disagree with this statement?
99,Learning a foreign language offers an insight into how people from other cultures think and see the world. The teaching of a foreign language should be compulsory at all primary schools. To what extent do you agree or disagree with this view? Clear statement followed by a question based on the premise.
100,"Millions of people every year move to English-speaking countries such as Australia, Britain or America, in order to study at school, college or university. Why do so many people want to study in English? Why is English such an important international language?"
101,"By punishing murderers with the death penalty, society is also guilt of committing murder. Therefore, life in prison is a better punishment for murderers. To what extent do you agree or disagree with this statement? "
1021,Should animals be used in testing new drugs and procedures?
1022,Should animals be used in testing new drugs and procedures?
1031,It has recently been announced that a new movie theater may be built in your neighborhood. Do you support or oppose this plan? Why? Use specific reasons and details to support your answer.
1032,It has recently been announced that a new movie theater may be built in your neighborhood. Do you support or oppose this plan? Why? Use specific reasons and details to support your answer.
1041,A company has announced that it wishes to build a large factory near your community. Discuss the advantages and disadvantages of this new influence on your community. Do you support or oppose the factory? Explain your position.
1042,A company has announced that it wishes to build a large factory near your community. Discuss the advantages and disadvantages of this new influence on your community. Do you support or oppose the factory? Explain your position.
105,The government has announced that it plans to build a new university. Some people think that your community would be a good place to locate the university. Compare the advantages and disadvantages of establishing a new university in your community. Use specific details in your discussion.
106,"Should a city try to preserve its old, historic buildings or destroy them and replace them with modern buildings? Use specific reasons and examples to support your opinion. "
107,"In the past, buildings often reflected the culture of a society but today all modern buildings look alike and cities throughout the world are becoming more and more similar. What do you think is the reason for this, and is it a good think or a bad think?"
108,"In many major cities of the world, you will find large public buildings, both new and old. Discuss the advantages and disadvantages of such buildings. How important is it for a country to construct impressive public buildings when houses are want is really required?"
109,"In the past, buildings often reflected the culture of a society but today all modern buildings look alike and cities throughout the world are becoming more and more similar."
110,"Some people enjoy change, and they look forward to new experiences. Others like their lives to stay the same, and they do not change their usual habits. Compare these two approaches to life. Which approach do you prefer? Explain why."
111,Some people prefer to eat at food stands or restaurants. Other people prefer to prepare and eat food at home. Which do you prefer? Use specific reasons and examples to support your answer.
112,Fashion trends are difficult to follow these days and it’s widely believed that they primarily exist just to sell clothes. Some people believe that we shouldn’t follow them and that we should dress in what we like and feel comfortable in. To what extent do you agree or disagree with this opinion?
113,"Nowadays, food has become easier to prepare. Has this change improved the way people live? Use specific reasons and examples to support your answer."
114,Nowadays food has become easier to prepare. Has this change improved the way people live? 
1141,"Some people prefer to spend their lives doing the same things and avoiding change. Others, however, think that change is always a good thing. Discuss both these views and give your own opinion."
115,Popular events like the football World Cup and other international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.
1151,Should dangerous sports be banned?
116,Save our Sports!
117,What discovery in the last 100 years has been most beneficial for people in your country? Use specific reasons and examples to support your choice.
118,The 21st century has begun. What changes do you think this new century will bring? Use examples and details in your answer.
119,It has been more than 30 years since man first landed on the moon. Some people think that space research is a waste of money. Discuss. 
120,"According to those in the travel business, the nature of the average 'holiday' is changing. Rather than seeking a relaxing break in a far-away  place, people now want exitement on their holidays and are keen to participate in unusual and challenging activities. Do you agree or disagree?"
121,You have the opportunity to visit a foreign country for two weeks. Which country would you like to visit? Use specific reasons and details to explain your choice.
122,"Nowadays, international tourism is the biggest industry in the world. Unfortunately, international tourism creates tension rather than understanding between people from different cultures. To what extent do you agree or disagree with this opinion?"
123,Some people prefer to work for a large company. Others prefer to work for a small company. Which would you prefer? Use specific reasons and examples to support your choice.
124,"We all work or will work in our jobs with many different kinds of people. In your opinion, what are some important characteristics of a co-worker (someone you work closely with)? Use reasons and specific examples to explain why these characteristics are important."
125,What are some important qualities of a good supervisor (boss)? Use specific details and examples to explain why these qualities are important. 
126,Businesses should hire employees for their entire lives. Do you agree or disagree? Use specific reasons and examples to support your answer.
127,Some people like to do only what they already do well. Other people prefer to try new things and take risks. Which do you prefer? Use specific reasons and examples to support your choice. 
128,Companies should encourage employees who work in a high position to leave at the age of 55 in order to give opportunities to the new generation. To what extent do you agree or disagree with this opinion?
129,"In some countries the average worker is obliged to retire at the age of 50, while in others people can work until they are 65 or 70. Meanwhile, we see some politicians enjoying power well into their eighties. Clearly, there is little agreement on an appropriate retirement age. Until what age do you think people should be encouraged to remain in paid employment?"
130,When should people be made to retire? 55? 65? Should there be a compulsory retirement age?
131,Some people insist that senior workers 65 or over should retire but others believe that they should continue working. What is you opinion?
132,"International entertainers, including sports personalities, often get paid millions of dollars in one year. In your view, with widespread poverty  in the world, are these huge earnings justified?"
133,"Many people think that nowadays people are being subjected to more and more pressure in their work, and thus are having less and less time to relax. What is your opinion?"
134,"People have different job expectations for jobs. Some people prefer to do the same job for the same company, whereas others prefer to change jobs frequently. Write about the advantages and disadvantages of each viewpoint?"
135,Families who do not send their children to government-financed schools should not be required to pay taxes that support universal education. 
136,Families who do not send their children to government-financed schools should not be required to pay taxes that support universal education. 
137,Some people say the government should not put money into building theatres and sports stadiums; they should spend more money on medical care and education. To what extent do you agree or disagree with this opinion? What would the world be like without Shakespeare or the Olympics? 
138,"The costs of medical health care are increasing all the time. Governments are finding it difficult to balance the health care budget. Should citizens be totally responsible for their own health costs and take out private health insurance, or is it better to have a comprehensive health care system which provides free health services for all? Discuss."
139,"All education, primary, secondary and further education, should be free to all people and paid for by the government. Do you agree or disagree with this statement?"
140,Most writers of fiction do not earn enough money to live from their writing. Do you think the government should give them financial assistance to help encourage good literature?
141,"The costs of medical health care are increasing all the time. Governments are finding it difficult to balance the health care budget. Should citizens be totally responsible for their own health costs and take out private health insurance, or is it better to have a comprehensive health care system which provides free health services for all? Discuss."
1421,"Should governments spend money on art, when they have so many other important issues and concerns?"
1422,"Should governments spend money on art, when they have so many other important issues and concerns?"
143,"In the fight against crime, police forces and governments are increasingly using security cameras in public places. Some people are opposed to this, saying that it invades our privacy. What do you think?"
144,Some governments say how many children a family can hare in their country. They may control the number of children someone has through taxes. It is sometimes necessary and right for a government to control the population in this way. Do you agree or disagree?
145,Using a computer every day can have more negative than positive effects on your children. Do you agree or disagree?
146,"Some people believe that computers are more a hindrance than a help in today's world. Others feel that they are such indispensable tools that they would not be able to live or work without them.
• In what ways are computers a hindrance?
• What is your opinion?"
147,"As the world becomes technologically advanced, computers are replacing more and more jobs. Describe some job positions that may be lost because of computers, and discuss at least one problem that may result."
148,Some people say that computers have made life easier and more convenient. Other people say that computers have made life more complex and stressful. What is your opinion? Use specific reasons and examples to support your answer.
1491,"We are becoming increasingly dependent on computers. They are used in businesses, hospitals, crime detection and even to fly planes. What things will they be used for in the future? Is this dependence on computers a good thing or should we he more auspicious of their benefits?"
1492,"We are becoming increasingly dependent on computers. They are used in businesses, hospitals, crime detection and even to fly planes. What things will they be used for in the future? Is this dependence on computers a good thing or should we he more auspicious of their benefits?"
150,"As computers are being used more and more in education, there will be soon no role for teachers in the classroom."
1511,"We are becoming increasingly dependent on computers. They are used in businesses, hospitals, crime detection and even to fly planes."
1512,"We are becoming increasingly dependent on computers. They are used in businesses, hospitals, crime detection and even to fly planes."
152,Traffic and housing problems in major cities could be solved by moving large companies and factories and their employees to the countryside. To  what extent do you agree or disagree with this opinion?
1531,Every day traffic seems to get worse on our roads. How can we reduce the number of cars on our roads today? What alternatives can we offer car drivers?
1532,Every day traffic seems to get worse on our roads. How can we reduce the number of cars on our roads today? What alternatives can we offer car drivers?
154,Should wealthy nations be required to share their wealth among poorer nations by providing such things as food and education? Or is it the responsibility of the governments of poorer nations to look after their citizens themselves?
155,"Improvements in health, education and trade are essential for the development of poorer nations. However, the governments of richer nations should take more responsibility for helping the poorer nations in such areas. "
156,The wealth gap between 1st world countries and 3rd world countries seems to be increasing. How can we reduce this gap? Do you think that developed countries have a duty to assist developing countries in every way? Every day the rich countries in the world get richer and the poor countries get poorer. Can we reduce this gap? Of course we can. The question is whether the people in power want to do it?
157,Should rich countries help poorer ones? Or does it only help the rich country by keeping the poorer country dependent? 
158,"Some people think that it is important to use leisure time for activities that improve the mind, such as reading and doing word puzzles. Other people feel that it is important to rest the mind during leisure time. "
159,Some people prefer to plan activities for their free time very carefully. Others choose not to make any plans at all for their free time. Compare the benefits of planning free-time activities with the benefits of not making plans. Which do you prefer - planning or not planning for your leisure time? Use specific reasons and examples to explain your choice.
160,Do you agree or disagree with the following statement? Businesses should do anything they can to make a profit. Use specific reasons and examples to support your position. 
161,Discuss the advantages and disadvantages of having a car. 
162,Research indicates that the characteristics we are born with have much more influence on our personality and development than any experiences we may have in our life. Which do you consider to be the major influence?
163,Do you agree or disagree with the following statement? A person should never make an important decision alone. Use specific reasons and examples to support your answer.
164,You have decided to give several hours of your time each month to improve the community where you live. What is one thing you will do to improve your community? Why? Use specific reasons and details to explain your choice.
165,"If you could change one important thing about your hometown, what would you change? Use reasons and specific examples to support your answer."
166,A foreign visitor has only one day to spend in your country. Where should this visitor go on that day? Why? Use specific reasons and details to support your choice.
167,Successful sports professionals can earn a great deal more money than people in other important professions. Some people think this is fully justified while others think it is unfair. Discuss both these views and give your own opinion.
168,It is generally agreed that society benefits from the work of its members. Compare the contributions of artists to society with the contributions of scientists to society. Which type of contribution do you think is valued more by your society? Give specific reasons to support your answer.
169,People who have original ideas are of much greater value to society than those who are simply able to copy the ideas of others well. To what extent do you agree or disagree with this statement?
